Date,Tournament,Rd,Rival,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt,W_or_L
2013,Miami Masters,R16,Haas,9,34,0.3,8.1%,30.6%,7,33,0.2,6.5%,30.6%,3.7%,0.9%,0.8,14.4%,18.9%,L
2013,Miami Masters,R32,Devvarman,17,20,0.9,17.0%,20.0%,13,18,0.7,14.6%,20.2%,10.1%,4.5%,0.5,8.0%,16.0%,W
2013,Miami Masters,R64,Rosol,18,7,2.6,19.4%,7.5%,14,7,2.0,17.5%,8.8%,13.8%,3.8%,0.8,12.9%,16.1%,W
2013,Indian Wells Masters,SF,del Potro,34,41,0.8,16.9%,20.4%,29,39,0.7,15.5%,20.9%,10.2%,5.3%,0.6,11.4%,17.9%,L
2013,Indian Wells Masters,R32,Dimitrov,7,16,0.4,6.3%,14.4%,5,13,0.4,5.3%,13.7%,3.2%,2.1%,0.6,9.9%,16.2%,W
2013,Dubai,F,Berdych,21,31,0.7,15.6%,23.0%,15,29,0.5,12.6%,24.4%,7.6%,0.8%,0.5,14.8%,28.9%,W
2013,Dubai,SF,del Potro,31,31,1.0,20.3%,20.3%,21,30,0.7,15.6%,22.2%,10.4%,5.2%,0.8,15.7%,19.6%,W
2013,Dubai,R16,Bautista Agut,23,19,1.2,16.9%,14.0%,17,17,1.0,14.0%,14.0%,7.4%,6.6%,0.5,8.1%,17.6%,W
2013,Dubai,R32,Troicki,18,9,2.0,16.7%,8.3%,17,7,2.4,17.3%,7.1%,9.2%,8.2%,0.9,13.9%,15.7%,W
2013,Australian Open,F,Murray,47,61,0.8,17.7%,23.0%,39,58,0.7,16.1%,24.0%,,,0.6,10.9%,17.4%,W
2013,Australian Open,SF,Ferrer,30,16,1.9,23.8%,12.7%,24,16,1.5,20.7%,13.8%,,,0.3,8.7%,25.4%,W
2013,Australian Open,QF,Berdych,44,20,2.2,21.8%,9.9%,34,18,1.9,19.2%,10.2%,10.7%,8.5%,0.9,14.4%,15.3%,W
2013,Australian Open,R16,Wawrinka,55,60,0.9,13.5%,14.7%,48,55,0.9,12.7%,14.6%,6.3%,3.4%,1.0,18.1%,18.6%,W
2013,Australian Open,R32,Stepanek,37,19,1.9,19.3%,9.9%,30,18,1.7,16.9%,10.2%,,,0.7,13.5%,19.3%,W
2013,Australian Open,R64,Harrison,37,16,2.3,25.3%,11.0%,30,16,1.9,23.1%,12.3%,,,0.6,11.6%,19.2%,W
2013,Australian Open,R128,Mathieu,31,15,2.1,19.0%,9.2%,22,13,1.7,15.4%,9.1%,,,0.8,16.6%,19.6%,W
2012,Tour Finals,F,Federer,17,29,0.6,8.9%,15.2%,11,27,0.4,6.4%,15.6%,4.0%,2.3%,0.8,14.7%,18.8%,W
2012,Tour Finals,SF,del Potro,29,25,1.2,17.7%,15.2%,21,24,0.9,14.2%,16.2%,10.1%,4.1%,0.8,14.6%,19.5%,W
2012,Tour Finals,RR,Murray,20,33,0.6,11.0%,18.2%,16,33,0.5,9.5%,19.5%,6.5%,3.0%,0.7,13.8%,21.0%,W
2012,Paris Masters,R32,Querrey,29,25,1.2,18.2%,15.7%,24,22,1.1,17.9%,16.4%,9.0%,6.7%,1.3,20.1%,15.1%,L
2012,Shanghai Masters,F,Murray,33,36,0.9,14.2%,15.5%,30,32,0.9,13.8%,14.7%,8.7%,4.6%,0.6,12.9%,21.1%,W
2012,Shanghai Masters,SF,Berdych,22,21,1.0,18.8%,17.9%,17,18,0.9,16.5%,17.5%,10.7%,5.8%,0.6,11.1%,19.7%,W
2012,Shanghai Masters,R32,Dimitrov,15,14,1.1,17.2%,16.1%,9,14,0.6,11.7%,18.2%,9.1%,2.6%,0.3,6.9%,23.0%,W
2012,Beijing,F,Tsonga,16,21,0.8,11.5%,15.1%,16,19,0.8,12.8%,15.2%,8.0%,4.8%,0.7,16.5%,25.2%,W
2012,US Open,F,Murray,40,65,0.6,12.7%,20.6%,33,60,0.6,11.2%,20.4%,,,0.6,9.8%,17.8%,L
2012,US Open,SF,Ferrer,34,31,1.1,17.6%,16.1%,27,30,0.9,14.9%,16.6%,,,0.6,12.4%,20.2%,W
2012,US Open,QF,del Potro,43,28,1.5,20.8%,13.5%,36,26,1.4,19.3%,13.9%,,,0.8,12.1%,15.9%,W
2012,US Open,R16,Wawrinka,23,20,1.2,18.4%,16.0%,19,20,1.0,16.8%,17.7%,,,0.5,11.2%,23.2%,W
2012,US Open,R32,Benneteau,41,12,3.4,28.9%,8.5%,28,9,3.1,23.3%,7.5%,,,0.7,10.6%,15.5%,W
2012,US Open,R64,Dutra Silva,29,14,2.1,19.7%,9.5%,23,13,1.8,16.9%,9.6%,,,0.5,11.6%,24.5%,W
2012,US Open,R128,Lorenzi,32,12,2.7,28.1%,10.5%,25,12,2.1,24.8%,11.9%,,,0.4,8.8%,21.9%,W
2012,Cincinnati Masters,F,Federer,16,22,0.7,13.7%,18.8%,14,17,0.8,13.9%,16.8%,6.9%,2.0%,1.8,26.5%,14.5%,L
2012,Cincinnati Masters,SF,del Potro,13,19,0.7,11.9%,17.4%,7,18,0.4,7.2%,18.6%,5.2%,2.1%,0.4,9.2%,24.8%,W
2012,Canada Masters,F,Gasquet,16,9,1.8,18.2%,10.2%,11,9,1.2,13.9%,11.4%,8.9%,5.1%,0.4,10.2%,23.9%,W
2012,Canada Masters,SF,Tipsarevic,21,24,0.9,16.0%,18.3%,18,21,0.9,14.8%,17.2%,12.3%,2.5%,0.4,9.2%,23.7%,W
2012,London Olympics,BR,del Potro,28,21,1.3,21.1%,15.8%,18,21,0.9,15.3%,17.8%,11.9%,3.4%,1.1,14.3%,13.5%,L
2012,London Olympics,SF,Murray,25,16,1.6,16.4%,10.5%,22,15,1.5,15.5%,10.6%,10.6%,4.9%,1.7,17.1%,9.9%,L
2012,London Olympics,QF,Tsonga,17,18,0.9,13.2%,14.0%,13,18,0.7,10.8%,15.0%,8.3%,2.5%,0.5,11.6%,23.3%,W
2012,London Olympics,R16,Hewitt,41,27,1.5,25.2%,16.6%,25,24,1.0,18.1%,17.4%,10.9%,4.3%,1.0,16.0%,16.0%,W
2012,London Olympics,R32,Roddick,34,9,3.8,41.0%,10.8%,20,9,2.2,31.7%,14.3%,17.5%,14.3%,1.2,14.5%,12.0%,W
2012,London Olympics,R64,Fognini,29,31,0.9,16.5%,17.6%,19,30,0.6,12.0%,19.0%,7.0%,5.1%,0.6,10.8%,17.6%,W
2012,Wimbledon,SF,Federer,28,21,1.3,13.0%,9.7%,19,19,1.0,9.8%,9.8%,,,3.1,14.4%,4.6%,L
2012,Wimbledon,QF,Mayer,50,20,2.5,31.1%,12.4%,43,17,2.5,29.1%,11.5%,,,0.8,8.7%,10.6%,W
2012,Wimbledon,R16,Troicki,31,11,2.8,21.7%,7.7%,27,9,3.0,20.5%,6.8%,,,1.0,10.5%,10.5%,W
2012,Wimbledon,R32,Stepanek,55,14,3.9,23.2%,5.9%,43,13,3.3,20.0%,6.0%,,,1.7,13.1%,7.6%,W
2012,Wimbledon,R64,Harrison,31,15,2.1,17.9%,8.7%,23,14,1.6,15.1%,9.2%,,,2.1,17.3%,8.1%,W
2012,Wimbledon,R128,Ferrero,34,19,1.8,21.7%,12.1%,21,16,1.3,15.3%,11.7%,,,0.9,9.6%,10.2%,W
2012,Roland Garros,F,Nadal,39,53,0.7,16.2%,22.0%,36,49,0.7,15.9%,21.7%,,,1.2,14.1%,12.0%,L
2012,Roland Garros,SF,Federer,27,17,1.6,15.3%,9.6%,21,15,1.4,13.4%,9.6%,,,0.7,18.6%,26.0%,W
2012,Roland Garros,QF,Tsonga,44,34,1.3,13.5%,10.5%,37,32,1.2,12.1%,10.4%,,,0.7,12.3%,18.8%,W
2012,Roland Garros,R16,Seppi,45,77,0.6,12.9%,22.0%,40,75,0.5,12.0%,22.5%,,,0.5,12.3%,23.1%,W
2012,Roland Garros,R32,Devilder,34,28,1.2,23.0%,18.9%,31,28,1.1,22.5%,20.3%,,,0.6,6.8%,10.8%,W
2012,Roland Garros,R64,Kavcic,41,34,1.2,24.4%,20.2%,36,33,1.1,22.6%,20.8%,,,0.8,10.1%,12.5%,W
2012,Roland Garros,R128,Starace,39,19,2.1,21.1%,10.3%,33,19,1.7,18.9%,10.9%,,,0.9,13.5%,14.6%,W
2012,Rome Masters,F,Nadal,21,39,0.5,14.7%,27.3%,20,35,0.6,14.5%,25.4%,11.6%,2.9%,0.8,9.8%,12.6%,L
2012,Rome Masters,SF,Federer,13,17,0.8,9.9%,13.0%,12,16,0.8,9.8%,13.0%,7.3%,2.4%,0.6,16.8%,29.8%,W
2012,Rome Masters,QF,Tsonga,21,11,1.9,19.1%,10.0%,16,10,1.6,16.2%,10.1%,13.1%,3.0%,0.6,10.0%,17.3%,W
2012,Madrid Masters,R32,Gimeno Traver,19,23,0.8,12.2%,14.7%,12,19,0.6,8.7%,13.8%,3.6%,5.1%,0.8,14.7%,19.2%,W
2012,Monte Carlo Masters,F,Nadal,11,22,0.5,12.8%,25.6%,11,22,0.5,13.4%,26.8%,8.5%,4.9%,1.4,17.4%,12.8%,L
2012,Monte Carlo Masters,SF,Berdych,19,33,0.6,10.2%,17.7%,13,27,0.5,8.0%,16.6%,6.7%,1.2%,0.5,9.7%,19.4%,W
2012,Monte Carlo Masters,R16,Dolgopolov,19,24,0.8,12.3%,15.6%,14,22,0.6,9.9%,15.5%,7.7%,2.1%,1.0,13.0%,13.6%,W
2012,Monte Carlo Masters,R32,Seppi,14,22,0.6,10.9%,17.1%,9,21,0.4,7.3%,17.1%,5.7%,1.6%,0.6,9.3%,15.5%,W
2012,Miami Masters,F,Murray,16,36,0.4,10.3%,23.1%,11,35,0.3,7.7%,24.6%,4.9%,2.8%,0.4,9.0%,25.0%,W
2012,Miami Masters,SF,Monaco,17,32,0.5,12.6%,23.7%,16,28,0.6,12.6%,22.0%,6.3%,4.7%,0.2,5.9%,27.4%,W
2012,Miami Masters,QF,Ferrer,17,24,0.7,15.9%,22.4%,13,23,0.6,13.3%,23.5%,10.2%,3.1%,0.4,10.3%,24.3%,W
2012,Indian Wells Masters,SF,Isner,35,17,2.1,15.7%,7.6%,27,15,1.8,14.0%,7.8%,7.3%,5.2%,1.4,22.9%,16.1%,L
2012,Indian Wells Masters,QF,Almagro,12,11,1.1,10.4%,9.6%,7,11,0.6,6.7%,10.6%,2.9%,3.8%,0.5,9.6%,19.1%,W
2012,Dubai,SF,Murray,13,23,0.6,12.3%,21.7%,11,23,0.5,11.5%,24.0%,6.3%,5.2%,0.9,13.2%,15.1%,L
2012,Australian Open,F,Nadal,57,64,0.9,15.6%,17.5%,48,62,0.8,14.1%,18.2%,9.4%,3.2%,0.8,14.5%,17.3%,W
2012,Australian Open,SF,Murray,49,69,0.7,14.2%,20.0%,38,63,0.6,12.3%,20.4%,,,0.5,13.6%,24.9%,W
2012,Australian Open,QF,Ferrer,35,39,0.9,18.5%,20.6%,32,39,0.8,17.5%,21.3%,,,0.5,9.5%,19.0%,W
2012,Australian Open,R16,Hewitt,55,34,1.6,24.3%,15.0%,40,31,1.3,20.1%,15.6%,,,0.6,10.2%,16.4%,W
2012,Australian Open,R32,Mahut,31,8,3.9,26.3%,6.8%,24,7,3.4,22.9%,6.7%,,,0.5,10.2%,22.0%,W
2012,Australian Open,R64,Giraldo,27,21,1.3,19.6%,15.2%,18,19,0.9,14.9%,15.7%,,,0.3,9.4%,28.3%,W
2012,Australian Open,R128,Lorenzi,22,13,1.7,17.9%,10.6%,18,12,1.5,15.9%,10.6%,,,0.3,8.1%,24.4%,W
2011,Tour Finals,RR,Ferrer,9,33,0.3,8.7%,31.7%,7,30,0.2,7.4%,31.6%,4.2%,3.2%,1.3,15.4%,11.5%,L
2011,Tour Finals,RR,Tipsarevic,27,38,0.7,16.1%,22.6%,19,36,0.5,12.7%,24.0%,8.7%,4.0%,0.6,10.7%,17.3%,L
2011,US Open,F,Nadal,55,51,1.1,20.5%,19.0%,48,50,1.0,18.8%,19.6%,11.0%,7.1%,0.9,11.9%,13.8%,W
2011,US Open,SF,Federer,48,35,1.4,15.8%,11.5%,40,29,1.4,14.5%,10.5%,8.0%,5.1%,0.8,16.1%,19.4%,W
2011,US Open,QF,Tipsarevic,36,41,0.9,15.4%,17.5%,28,39,0.7,13.4%,18.7%,6.7%,5.3%,0.6,17.1%,27.4%,W
2011,US Open,R16,Dolgopolov,13,25,0.5,6.5%,12.6%,11,22,0.5,6.0%,12.0%,3.8%,2.2%,0.6,12.6%,22.1%,W
2011,US Open,R32,Davydenko,17,22,0.8,10.6%,13.7%,13,22,0.6,8.4%,14.3%,4.5%,1.3%,0.6,11.2%,19.9%,W
2011,US Open,R64,Berlocq,31,15,2.1,25.2%,12.2%,26,15,1.7,23.6%,13.6%,17.3%,5.5%,0.4,8.9%,21.1%,W
2011,US Open,R128,Niland,14,7,2.0,23.3%,11.7%,11,6,1.8,20.8%,11.3%,5.7%,11.3%,0.2,5.0%,30.0%,W
2011,Cincinnati Masters,F,Murray,7,30,0.2,8.3%,35.7%,7,29,0.2,8.5%,35.4%,7.3%,1.2%,0.8,8.3%,10.7%,L
2011,Cincinnati Masters,SF,Berdych,8,8,1.0,11.1%,11.1%,4,5,0.8,6.8%,8.5%,5.1%,1.7%,0.5,18.1%,33.3%,W
2011,Canada Masters,F,Fish,19,29,0.7,10.6%,16.2%,15,27,0.6,9.2%,16.6%,3.1%,5.5%,0.7,16.2%,21.8%,W
2011,Canada Masters,SF,Tsonga,12,7,1.7,15.4%,9.0%,11,7,1.6,15.5%,9.9%,9.9%,5.6%,0.5,12.8%,28.2%,W
2011,Wimbledon,F,Nadal,27,12,2.3,15.3%,6.8%,20,11,1.8,12.3%,6.7%,9.8%,1.8%,1.4,11.9%,8.5%,W
2011,Wimbledon,SF,Tsonga,34,13,2.6,13.4%,5.1%,29,12,2.4,12.6%,5.2%,7.0%,5.2%,1.4,16.2%,11.5%,W
2011,Wimbledon,QF,Tomic,39,27,1.4,15.4%,10.7%,25,23,1.1,11.1%,10.2%,5.3%,4.9%,1.0,17.0%,16.2%,W
2011,Wimbledon,R16,Llodra,32,6,5.3,20.8%,3.9%,23,5,4.6,17.8%,3.9%,10.9%,7.0%,1.3,17.5%,13.6%,W
2011,Wimbledon,R32,Baghdatis,38,33,1.2,15.0%,13.0%,28,29,1.0,12.6%,13.1%,7.2%,4.5%,1.7,15.7%,9.1%,W
2011,Wimbledon,R64,Anderson,31,14,2.2,19.5%,8.8%,24,10,2.4,17.5%,7.3%,10.9%,5.8%,1.2,13.8%,11.3%,W
2011,Wimbledon,R128,Chardy,25,6,4.2,18.4%,4.4%,16,5,3.2,13.9%,4.3%,8.7%,4.3%,1.0,16.2%,15.4%,W
2011,Roland Garros,SF,Federer,40,41,1.0,12.9%,13.3%,33,39,0.8,11.8%,13.9%,7.9%,3.6%,1.0,15.5%,14.9%,L
2011,Roland Garros,R16,Gasquet,34,15,2.3,21.8%,9.6%,26,15,1.7,18.6%,10.7%,11.4%,7.1%,0.6,10.3%,16.7%,W
2011,Roland Garros,R32,del Potro,41,38,1.1,19.6%,18.2%,35,36,1.0,18.1%,18.7%,8.8%,8.8%,0.5,10.5%,22.0%,W
2011,Roland Garros,R64,Hanescu,27,13,2.1,21.1%,10.2%,25,13,1.9,20.3%,10.6%,13.0%,7.3%,1.3,14.1%,10.9%,W
2011,Roland Garros,R128,De Bakker,25,19,1.3,18.0%,13.7%,25,17,1.5,19.4%,13.2%,12.4%,7.0%,0.6,13.7%,24.5%,W
2011,Rome Masters,F,Nadal,24,29,0.8,18.5%,22.3%,24,28,0.9,19.0%,22.2%,13.5%,5.6%,0.9,10.0%,11.5%,W
2011,Rome Masters,SF,Murray,35,37,0.9,18.0%,19.1%,31,35,0.9,17.4%,19.7%,10.7%,6.7%,0.8,17.0%,20.1%,W
2011,Madrid Masters,F,Nadal,26,26,1.0,19.5%,19.5%,23,25,0.9,18.3%,19.8%,8.7%,9.5%,0.8,12.8%,16.5%,W
2011,Madrid Masters,SF,Bellucci,14,33,0.4,9.0%,21.3%,8,32,0.3,5.6%,22.5%,4.2%,1.4%,0.6,13.5%,21.9%,W
2011,Madrid Masters,R32,Anderson,22,14,1.6,19.5%,12.4%,20,12,1.7,19.6%,11.8%,15.7%,3.9%,0.6,12.4%,19.5%,W
2011,Belgrade,F,Lopez,15,29,0.5,10.5%,20.3%,11,23,0.5,8.8%,18.4%,4.8%,4.0%,0.4,11.9%,32.2%,W
2011,Miami Masters,F,Nadal,39,40,1.0,19.0%,19.5%,36,40,0.9,18.8%,20.9%,11.5%,7.3%,0.8,11.7%,15.1%,W
2011,Miami Masters,SF,Fish,15,13,1.2,14.2%,12.3%,10,13,0.8,10.4%,13.5%,5.2%,4.2%,0.6,13.2%,20.8%,W
2011,Indian Wells Masters,F,Nadal,24,28,0.9,15.4%,17.9%,20,24,0.8,13.7%,16.4%,10.3%,3.4%,0.6,10.9%,17.9%,W
2011,Indian Wells Masters,SF,Federer,16,29,0.6,9.4%,17.1%,13,25,0.5,8.1%,15.6%,5.0%,3.1%,0.6,12.9%,21.8%,W
2011,Indian Wells Masters,QF,Gasquet,28,28,1.0,22.2%,22.2%,26,27,1.0,21.8%,22.7%,16.8%,5.0%,0.7,11.1%,16.7%,W
2011,Dubai,F,Federer,9,10,0.9,8.4%,9.3%,4,10,0.4,4.2%,10.4%,3.1%,1.0%,0.6,15.9%,25.2%,W
2011,Australian Open,F,Murray,26,33,0.8,14.1%,17.9%,20,33,0.6,11.9%,19.6%,,,0.4,11.4%,25.5%,W
2011,Australian Open,SF,Federer,29,35,0.8,12.6%,15.2%,23,30,0.8,10.7%,14.0%,,,0.8,15.2%,19.1%,W
2011,Australian Open,QF,Berdych,34,21,1.6,18.2%,11.2%,24,20,1.2,14.5%,12.0%,,,0.9,15.5%,17.1%,W
2011,Australian Open,R16,Almagro,31,17,1.8,20.3%,11.1%,19,13,1.5,14.6%,10.0%,,,0.4,9.8%,22.9%,W
2011,Australian Open,R32,Troicki,11,8,1.4,18.3%,13.3%,10,8,1.3,17.9%,14.3%,,,0.4,11.7%,28.3%,W
2011,Australian Open,R64,Dodig,49,50,1.0,18.4%,18.7%,40,47,0.9,16.6%,19.5%,,,0.6,8.6%,14.6%,W
2011,Australian Open,R128,Granollers,34,17,2.0,26.0%,13.0%,27,16,1.7,23.1%,13.7%,,,0.6,11.5%,19.8%,W
2010,Tour Finals,SF,Federer,14,19,0.7,12.5%,17.0%,12,16,0.8,11.9%,15.8%,9.9%,2.0%,2.1,25.9%,12.5%,L
2010,Tour Finals,RR,Roddick,17,14,1.2,18.3%,15.1%,12,14,0.9,14.3%,16.7%,13.1%,1.2%,0.4,6.5%,17.2%,W
2010,Tour Finals,RR,Berdych,18,19,0.9,16.7%,17.6%,13,18,0.7,14.0%,19.4%,6.5%,7.5%,0.6,13.9%,24.1%,W
2010,Tour Finals,RR,Nadal,14,30,0.5,11.4%,24.4%,7,29,0.2,6.4%,26.4%,3.6%,2.7%,0.9,13.0%,14.6%,L
2010,Basel,F,Federer,16,37,0.4,9.6%,22.3%,12,35,0.3,7.9%,23.2%,5.3%,2.6%,0.7,12.7%,19.3%,L
2010,Shanghai Masters,SF,Federer,20,30,0.7,13.5%,20.3%,16,26,0.6,12.3%,20.0%,6.9%,5.4%,1.5,19.6%,13.5%,L
2010,Beijing,F,Ferrer,11,12,0.9,10.3%,11.2%,9,11,0.8,8.8%,10.8%,2.0%,6.9%,0.2,7.5%,33.6%,W
2010,US Open,F,Nadal,40,53,0.8,15.7%,20.8%,35,49,0.7,14.8%,20.8%,10.6%,4.2%,1.2,16.1%,13.3%,L
2010,US Open,SF,Federer,30,41,0.7,9.6%,13.2%,26,38,0.7,9.0%,13.2%,4.5%,4.5%,0.6,12.5%,22.2%,W
2010,US Open,QF,Monfils,32,41,0.8,15.3%,19.6%,31,37,0.8,15.9%,19.0%,10.8%,5.1%,0.4,6.7%,15.8%,W
2010,US Open,R32,Blake,13,10,1.3,7.8%,6.0%,9,9,1.0,5.8%,5.8%,3.2%,2.6%,0.7,13.8%,18.6%,W
2010,Cincinnati Masters,QF,Roddick,26,29,0.9,21.5%,24.0%,21,27,0.8,20.8%,26.7%,10.9%,9.9%,1.2,12.4%,10.7%,L
2010,Canada Masters,SF,Federer,27,44,0.6,12.7%,20.7%,25,41,0.6,12.8%,21.0%,9.7%,3.1%,0.8,12.7%,15.5%,L
2010,Wimbledon,SF,Berdych,25,33,0.8,13.3%,17.6%,16,25,0.6,10.1%,15.8%,5.7%,4.4%,1.0,16.5%,16.0%,L
2010,Wimbledon,R128,Rochus,74,68,1.1,23.6%,21.7%,57,56,1.0,20.4%,20.1%,11.1%,9.0%,0.7,9.9%,13.7%,W
2010,Monte Carlo Masters,SF,Verdasco,6,39,0.2,5.4%,35.1%,6,34,0.2,5.9%,33.7%,5.0%,1.0%,0.6,9.9%,17.1%,L
2010,Dubai,F,Youzhny,25,54,0.5,11.6%,25.1%,20,42,0.5,10.3%,21.5%,8.2%,2.1%,0.3,8.8%,26.5%,W
2010,Australian Open,QF,Tsonga,39,56,0.7,12.5%,17.9%,37,47,0.8,13.2%,16.7%,8.5%,4.6%,0.9,16.9%,18.8%,L
2009,Tour Finals,RR,Davydenko,23,39,0.6,11.5%,19.5%,21,35,0.6,11.5%,19.1%,6.6%,4.4%,0.9,15.0%,17.0%,W
2009,Tour Finals,RR,Nadal,21,36,0.6,14.6%,25.0%,19,33,0.6,14.2%,24.6%,8.2%,6.0%,0.3,6.9%,23.6%,W
2009,Tour Finals,RR,Soderling,16,27,0.6,12.3%,20.8%,14,26,0.5,12.0%,22.2%,3.4%,3.4%,1.5,26.2%,17.7%,L
2009,Paris Masters,F,Monfils,28,42,0.7,13.7%,20.6%,26,37,0.7,14.6%,20.8%,11.8%,2.8%,0.7,11.3%,16.7%,W
2009,Paris Masters,SF,Nadal,29,14,2.1,33.0%,15.9%,25,10,2.5,33.8%,13.5%,24.3%,9.5%,1.5,13.6%,9.1%,W
2009,Basel,F,Federer,25,34,0.7,14.9%,20.2%,20,27,0.7,13.5%,18.2%,8.1%,5.4%,0.5,11.3%,23.2%,W
2009,Shanghai Masters,SF,Davydenko,26,35,0.7,11.9%,16.0%,21,33,0.6,10.2%,16.0%,5.8%,4.4%,0.7,16.9%,23.7%,L
2009,Beijing,F,Cilic,20,19,1.1,14.5%,13.8%,18,18,1.0,13.5%,13.5%,9.0%,4.5%,0.6,14.5%,23.9%,W
2009,US Open,SF,Federer,29,36,0.8,12.9%,16.1%,23,32,0.7,11.3%,15.8%,6.9%,3.9%,1.6,22.3%,13.8%,L
2009,Cincinnati Masters,F,Federer,16,26,0.6,11.3%,18.4%,13,25,0.5,10.0%,19.2%,6.9%,3.1%,1.2,19.1%,16.3%,L
2009,Cincinnati Masters,SF,Nadal,19,27,0.7,17.1%,24.3%,14,26,0.5,13.9%,25.7%,9.9%,4.0%,0.4,9.0%,20.7%,W
2009,Wimbledon,QF,Haas,45,39,1.2,18.3%,15.9%,31,35,0.9,15.2%,17.2%,8.3%,6.9%,0.9,17.1%,18.7%,L
2009,Halle,F,Haas,23,18,1.3,12.6%,9.8%,19,15,1.3,11.9%,9.4%,3.8%,6.3%,1.0,20.2%,19.7%,L
2009,Madrid Masters,SF,Nadal,36,44,0.8,14.7%,18.0%,30,41,0.7,13.0%,17.8%,7.0%,4.8%,0.6,12.7%,20.8%,L
2009,Belgrade,F,Kubot,21,17,1.2,16.2%,13.1%,14,15,0.9,11.9%,12.7%,6.8%,5.1%,0.6,12.3%,20.8%,W
2009,Rome Masters,F,Nadal,22,37,0.6,16.2%,27.2%,22,35,0.6,16.5%,26.3%,8.3%,8.3%,1.0,14.0%,14.0%,L
2009,Rome Masters,SF,Federer,30,36,0.8,16.6%,19.9%,27,30,0.9,16.6%,18.4%,13.5%,3.1%,0.7,14.4%,22.1%,W
2009,Rome Masters,QF,del Potro,22,26,0.8,18.5%,21.8%,19,23,0.8,17.6%,21.3%,9.3%,4.6%,0.4,10.1%,24.4%,W
2009,Monte Carlo Masters,F,Nadal,27,52,0.5,15.5%,29.9%,23,49,0.5,14.0%,29.9%,11.0%,3.0%,0.9,14.4%,15.5%,L
2009,Monte Carlo Masters,SF,Wawrinka,15,27,0.6,8.4%,15.2%,14,23,0.6,8.3%,13.6%,3.6%,4.7%,0.4,12.9%,32.0%,W
2009,Miami Masters,F,Murray,15,38,0.4,11.2%,28.4%,13,33,0.4,10.9%,27.7%,5.9%,5.0%,1.2,17.2%,14.2%,L
2009,Miami Masters,SF,Federer,17,29,0.6,11.1%,19.0%,13,25,0.5,9.5%,18.2%,8.0%,1.5%,0.4,12.4%,28.8%,W
2009,Davis Cup,RR,Ferrer,34,60,0.6,15.0%,26.5%,31,54,0.6,14.7%,25.6%,9.0%,4.7%,0.9,12.8%,14.6%,L
2009,Davis Cup,RR,Nadal,18,44,0.4,10.7%,26.0%,16,40,0.4,10.2%,25.5%,5.1%,5.1%,1.0,16.6%,16.0%,L
2009,Dubai,F,Ferrer,22,28,0.8,18.0%,23.0%,19,28,0.7,17.0%,25.0%,14.3%,2.7%,0.5,10.7%,21.3%,W
2009,Australian Open,QF,Roddick,42,40,1.1,20.8%,19.8%,33,35,0.9,19.8%,21.0%,13.8%,6.0%,2.3,19.3%,8.4%,L
2008,Masters Cup,F,Davydenko,20,16,1.3,16.8%,13.4%,17,13,1.3,15.7%,12.0%,10.2%,5.6%,0.6,10.9%,19.3%,W
2008,Masters Cup,SF,Simon,34,56,0.6,15.8%,26.0%,26,55,0.5,13.2%,27.9%,9.1%,4.1%,0.8,11.2%,14.9%,W
2008,Bangkok,F,Tsonga,14,23,0.6,11.4%,18.7%,11,22,0.5,9.9%,19.8%,8.1%,1.8%,0.9,19.5%,21.1%,L
2008,US Open,SF,Federer,38,50,0.8,15.3%,20.1%,32,45,0.7,14.7%,20.7%,9.2%,4.1%,2.1,20.5%,9.6%,L
2008,Beijing Olympics,BR,Blake,17,20,0.9,13.8%,16.3%,10,19,0.5,9.1%,17.3%,5.5%,3.6%,0.5,11.4%,22.0%,W
2008,Beijing Olympics,SF,Nadal,28,37,0.8,17.5%,23.1%,19,32,0.6,13.4%,22.5%,5.6%,7.7%,0.6,10.0%,16.3%,L
2008,Beijing Olympics,QF,Monfils,23,45,0.5,12.6%,24.6%,18,44,0.4,10.8%,26.3%,8.4%,2.4%,0.6,9.3%,15.3%,W
2008,Cincinnati Masters,F,Murray,31,48,0.6,16.8%,26.1%,25,42,0.6,14.8%,24.9%,8.9%,5.9%,0.4,7.6%,17.9%,L
2008,Cincinnati Masters,SF,Nadal,18,16,1.1,17.6%,15.7%,14,16,0.9,14.7%,16.8%,11.6%,3.2%,0.9,9.8%,10.8%,W
2008,Canada Masters,QF,Murray,22,33,0.7,16.1%,24.1%,19,31,0.6,14.6%,23.8%,10.0%,3.1%,0.7,10.2%,14.6%,L
2008,Wimbledon,R64,Safin,13,48,0.3,6.8%,25.0%,8,38,0.2,4.8%,22.8%,3.6%,1.2%,0.6,11.5%,20.3%,L
2008,Queen's Club,F,Nadal,28,32,0.9,16.3%,18.6%,24,32,0.8,14.5%,19.4%,10.9%,3.6%,1.2,16.3%,13.4%,L
2008,Roland Garros,SF,Nadal,34,37,0.9,17.2%,18.7%,32,36,0.9,16.4%,18.5%,9.7%,6.7%,1.3,12.1%,9.1%,L
2008,Hamburg Masters,SF,Nadal,29,43,0.7,14.3%,21.2%,29,43,0.7,14.6%,21.7%,10.6%,4.0%,1.4,15.3%,10.8%,L
